Category ID	Category Name	Number	Name
83	Hinge, Decorated	44572pb006	Hinge Panel 2 x 4 x 3 1/3 Locking Dual 2 Fingers with Black 'CARGO' Pattern (Sticker) - Set 4512
461	Panel, Decorated	4864bpb35L	Panel 1 x 2 x 2 with '1 CLASS' Left Pattern (Sticker) - Set 7897
461	Panel, Decorated	4864bpb35R	Panel 1 x 2 x 2 with '1 CLASS' Right Pattern (Sticker) - Set 7897
461	Panel, Decorated	4864bpb36L	Panel 1 x 2 x 2 with '2 CLASS' Left Pattern (Sticker) - Set 7897
461	Panel, Decorated	4864bpb36R	Panel 1 x 2 x 2 with '2 CLASS' Right Pattern (Sticker) - Set 7897
18	Minifig, Utensil	90398pb01	Minifig, Utensil Trophy Statuette with Jack Sparrow Voodoo Doll Pattern
16	Minifig, Headgear	95220pb01	Minifig, Headgear Hair Dreadlocks with Beads, Dark Red Bandana Pattern and Tricorne Hat
19	Minifig, Weapon	bb514c01	Minifig, Weapon Sword, Cutlass Elaborate with Pearl Gold Handle
238	Minifig, Head	3626bpb559	Minifig, Head Dual Sided PotC Jack Black Moustache Smiling / Scared Pattern
485	Minifig, Torso Assembly	973pb873c01	Torso PotC Jacket over White Open Shirt with Belts and White Sash Pattern / Dark Brown Arms / Light Flesh Hands
238	Minifig, Head	3626bpb560	Minifig, Head Dual Sided Alien PotC Zombie Silver Eyes and Brown Face Lines Closed Mouth / Bared Teeth Pattern
238	Minifig, Head	3626bpb561	Minifig, Head Alien with PotC Zombie with Silver Eye and Eyepatch Pattern
238	Minifig, Head	3626bpb562	Minifig, Head Alien with PotC Zombie with Silver Eyes and Light Gray Eyebrows Pattern
238	Minifig, Head	3626bpb563	Minifig, Head Male Brown Eyebrows, White Pupils, Cheek Lines Pattern
238	Minifig, Head	3626bpb565	Minifig, Head PotC Blackbeard Bushy Black Beard, Moustache, Eyebrows Pattern
238	Minifig, Head	3626bpb564	Minifig, Head Dual Sided PotC Angelica Dark Brown Eyebrows, Eyelashes Pensive / Conniving Pattern
238	Minifig, Head	3626bpb566	Minifig, Head Dual Sided PotC Gibbs Gray Beard and Eyebrows, Crow's Feet, Angry / Scared Pattern
238	Minifig, Head	3626bpb569	Minifig, Head Dual Sided Female Mermaid with Dark Brown Sad Eyebrows and Tear / Scales and Gills Pattern
238	Minifig, Head	3626bpb570	Minifig, Head Dual Sided Female Mermaid with Dark Brown Eyebrows and Dimple / Bared Teeth and Gills Pattern
16	Minifig, Headgear	2544pb01	Minifig, Headgear Hat, Pirate Tricorne / Triangle with White Brim Pattern
39	Tile, Decorated	3068bpb408	Tile 2 x 2 with Sailing Ship and Moon Pattern
738	Flag, Decorated	2335pb075	Flag 2 x 2 Square with Gold 'Captains Daughter' and Waving Minifig Pattern
238	Minifig, Head	3626cpb331	Minifig, Head Glasses with Gray Frame Sides, Brown Eyebrows and Open Smile Pattern - Stud Recessed
33	Slope, Decorated	4515pb37	Slope 10 6 x 8 with Agents Dr. Inferno Logo Pattern (Sticker) - Set 8632
10	Container	95343	Container, Bucket 1 x 1 x 1
10	Container	95344	Container, Bucket 1 x 1 x 1 Handle
3	Boat	95227	Boat Hull Large Middle 8 x 16 x 2 1/3 with 5 Holes
46	Bar	95229	Bar 1 x 8 x 3 - 1 x 8 x 4 Curved
238	Minifig, Head	3626cpb524	Minifig, Head Male Stern Eyebrows (one Scarred), White Pupils, Brown Chin Dimple Pattern - Stud Recessed
161	Plastic	bb511pb01	Plastic Flag 8 x 5 with White Skull with Fangs and Red Flames Pattern
225	Riding Cycle	45951pb01	Motorcycle 4 Juniors Fairing 4 x 3 x 3 with Axle with Purple Quad Wing and Asian Character Pattern (Stickers) - Set 7705
225	Riding Cycle	45951pb02	Motorcycle 4 Juniors Fairing 4 x 3 x 3 with Axle with Purple 'A.02' Pattern (Sticker) - Set 7705
160	Sticker	4195stk01	Sticker for Set 4195 - (97600/4637131)
162	Cloth	sailbb48	Cloth Sail Rectangle with Crown and Crossed Swords Pattern
162	Cloth	sailbb49	Cloth Sail Triangular 17 x 20 with Dark Brown Streaks Pattern
162	Cloth	sailbb50	Cloth Sail Rectangle Small with Dark Brown Streaks Pattern
162	Cloth	sailbb51	Cloth Sail Rectangle with One Extended Corner
238	Minifig, Head	3626bpb567	Minifig, Head Dual Sided PotC Philip Thick Brown Eyebrows and Cheek Lines, Determined / Angry Pattern
238	Minifig, Head	3626bpb568	Minifig, Head PotC Scrum Brown Stubble and Goatee, Scar on Right Eye Pattern
238	Minifig, Head	3626bpb571	Minifig, Head PotC Cannibal White and Yellow Face Paint Pattern
238	Minifig, Head	3626bpb573	Minifig, Head PotC Cannibal Yellow Face Paint Pattern
238	Minifig, Head	3626bpb572	Minifig, Head Dual Sided PotC Jack Black Moustache Cannibal Face Paint Smiling / Surprised Pattern
238	Minifig, Head	3626bpb574	Minifig, Head Dual Sided PotC Will Long Brown Sideburns, Moustache and Goatee Sneering / Smiling Pattern
485	Minifig, Torso Assembly	973pb874c01	Torso PotC Vest Torn with Bare Chest and Dark Brown Belt Pattern / Medium Dark Flesh Arms / Reddish Brown Hands
485	Minifig, Torso Assembly	973pb875c01	Torso PotC Bare Chest with Dark Tan and Dark Bluish Gray Belts Pattern / Reddish Brown Arms / Reddish Brown Hands
485	Minifig, Torso Assembly	973pb876c01	Torso PotC Vest Open over Chest with Tattoos and Key Pattern / Light Flesh Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb877c01	Torso PotC Vest with Dark Red and Gold Trim over White Shirt Pattern / White Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb878c01	Torso PotC Vest with Gold Spirals over White Lace Blouse Pattern / White Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb879c01	Torso PotC Overcoat with Belts and Gold Fleur de Lis Buckles Pattern / Black Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb880c01	Torso PotC King George's Officer Uniform Pattern / Red Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb527c02	Torso Pirate Imperial Soldier Uniform with Knapsack on Back Pattern / Red Arms / Light Flesh Hands
16	Minifig, Headgear	95226	Minifig, Headgear Hair Swept Back with Short Ponytail
16	Minifig, Headgear	95352pb01	Minifig, Headgear Hair Long Wavy with Black Hat with Buckle Pattern
16	Minifig, Headgear	95222pb01	Minifig, Headgear Hat, Pirate Circular with Fold in Brim and Silver Pattern
142	Minifig, Body Wear	bb512pb01	Minifig, Beard, Braided with Hair in Back and Four Gray and Yellow Ends Pattern
485	Minifig, Torso Assembly	973pb881c01	Torso PotC Vest over Dark Tan Shirt and Light Bluish Gray Scarf Pattern / Dark Tan Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb882c01	Torso PotC Jacket over Vest with Buttons and Dark Brown Scarf Pattern / Reddish Brown Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb883c01	Torso PotC Jacket over Vest Fancy with Belt and Shirt Pattern / Black Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb884c01	Torso PotC Jacket over Dark Green Vest and White Shirt Pattern / Reddish Brown Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb885c01	Torso PotC Mermaid Sand Blue Scales Pattern / Light Flesh Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb886c01	Torso PotC Mermaid Sand Green Scales Pattern / Light Flesh Arms / Light Flesh Hands
485	Minifig, Torso Assembly	973pb887c01	Torso PotC Bare Chest with Bone Necklace and Body Paint Pattern / Reddish Brown Arms / Reddish Brown Hands
485	Minifig, Torso Assembly	973pb888c01	Torso PotC Bare Chest with Skull Necklace and Body Paint Pattern / Reddish Brown Arms / Reddish Brown Hands
485	Minifig, Torso Assembly	973pb889c01	Torso PotC Open Vest with Dark Bluish Gray Embroidery and Dark Brown Belt Pattern / White Arms / Light Flesh Hands
113	Window	94161	Window 1 x 2 x 2 2/3 Shutter with Rounded Top
5	Brick	3005f2	Brick 1 x 1 Transparent with 'Frosted' Horizontal Line
5	Brick	3005f3	Brick 1 x 1 Transparent with 'Frosted' Vertical Line
484	Minifig, Legs Assembly	970c00pb107	Hips and Legs with White Apron and Cooking Utensils Pattern
484	Minifig, Legs Assembly	970c00pb108	Hips and Legs with Gold Fleur de Lis Buckles Pattern
484	Minifig, Legs Assembly	970c00pb109	Hips and Legs with Reddish Brown Coat Tails and Red, White and Dark Green Pattern
484	Minifig, Legs Assembly	970c88pb04	Hips and Reddish Brown Legs with Dark Red Loincloth and Skulls Pattern
484	Minifig, Legs Assembly	970c88pb05	Hips and Reddish Brown Legs with Dark Red Loincloth Pattern
20	Minifig, Body Part	95351pb01	Tail, Mermaid Curved with Blue and Gold Scales Pattern
20	Minifig, Body Part	95351pb02	Tail, Mermaid Curved with Green and Gold Scales Pattern
485	Minifig, Torso Assembly	973pb890c01	Torso LEGO World Denmark Bella Center 2011 Pattern / White Arms / Yellow Hands
485	Minifig, Torso Assembly	973pb891c01	Torso LEGO Idea Conference 2011 Pattern / White Arms / Yellow Hands
246	Paper	3249fr	Paper, Guarantee Card for Motor 4.5V Type I 12 x 4 x 4 (3249-Fr) - French, Bulletin de Garantie
779	Dish, Decorated	3960pb22	Dish 4 x 4 Inverted (Radar) with White Fountain Spray Pattern
161	Plastic	bb515pb01	Plastic Rectangle 8 x 11 with White Waterfall Spray Pattern
150	Minifig, Torso	973pb885	Torso PotC Mermaid Sand Blue Scales Pattern
150	Minifig, Torso	973pb886	Torso PotC Mermaid Sand Green Scales Pattern
150	Minifig, Torso	973pb867	Torso Bat Wings and Crossbones Front, 2011 The LEGO Store Beachwood, OH Back Pattern
150	Minifig, Torso	973pb868	Torso Sailboat over Yellow Circles Front, 2011 The LEGO Store Beachwood, OH Back Pattern
150	Minifig, Torso	973pb869	Torso Pink Sun Front, 2011 The LEGO Store Beachwood, OH Back Pattern
534	Brick, Promotional	30144pb099	Brick 2 x 4 x 3 with HYUNDAI Sammelstein 2011 Green Pattern
147	Animal, Land	96089pb01	Goat with Dark Tan Horns and Medium Dark Flesh Spots Pattern
150	Minifig, Torso	973pb887	Torso PotC Bare Chest with Bone Necklace and Body Paint Pattern
150	Minifig, Torso	973pb875	Torso PotC Bare Chest with Dark Tan and Dark Bluish Gray Belts Pattern
150	Minifig, Torso	973pb888	Torso PotC Bare Chest with Skull Necklace and Body Paint Pattern
150	Minifig, Torso	973pb889	Torso PotC Open Vest with Dark Bluish Gray Embroidery and Dark Brown Belt Pattern
150	Minifig, Torso	973pb878	Torso PotC Vest with Gold Spirals over White Lace Blouse Pattern
150	Minifig, Torso	973pb891	Torso LEGO Idea Conference 2011 Pattern
150	Minifig, Torso	973pb890	Torso LEGO World Denmark Bella Center 2011 Pattern
150	Minifig, Torso	973pb877	Torso PotC Vest with Dark Red and Gold Trim over White Shirt Pattern
150	Minifig, Torso	973pb873	Torso PotC Jacket over White Open Shirt with Belts and White Sash Pattern
150	Minifig, Torso	973pb876	Torso PotC Vest Open over Chest with Tattoos and Key Pattern
150	Minifig, Torso	973pb881	Torso PotC Vest over Dark Tan Shirt and Light Bluish Gray Scarf Pattern
150	Minifig, Torso	973pb882	Torso PotC Jacket over Vest with Buttons and Dark Brown Scarf Pattern
150	Minifig, Torso	973pb879	Torso PotC Overcoat with Belts and Gold Fleur de Lis Buckles Pattern
150	Minifig, Torso	973pb884	Torso PotC Jacket over Dark Green Vest and White Shirt Pattern
150	Minifig, Torso	973pb883	Torso PotC Jacket over Vest Fancy with Belt and Shirt Pattern
39	Tile, Decorated	3068bpb409	Tile 2 x 2 with LEGO World Pattern Medium Left
39	Tile, Decorated	3068bpb410	Tile 2 x 2 with LEGO World Pattern Medium Middle
39	Tile, Decorated	3068bpb411	Tile 2 x 2 with LEGO World Pattern Medium Right
39	Tile, Decorated	3068bpb412	Tile 2 x 2 with BC Logo Red Pattern
39	Tile, Decorated	3068bpb413	Tile 2 x 2 with '17-20 Februar 2011' Pattern
39	Tile, Decorated	3068bpb414	Tile 2 x 2 with '18-21 Februar 2010' Pattern
160	Sticker	7810stk01a	Sticker for Set 7810 - Early Version (191945)
118	Brick, Decorated	3010pb135	Brick 1 x 4 with Black Number 2 on White Background Pattern (Sticker) - Set 148
118	Brick, Decorated	3010pb136	Brick 1 x 4 with Black Telephone on White Background Pattern (Sticker) - Set 148
118	Brick, Decorated	3004pb100	Brick 1 x 2 with White '7730' Pattern (Sticker) - Set 7730
582	Sticker Over Assembly	BA34pb01	Stickered Assembly 3 x 4 x 2  with TV Globe Logo Pattern on Both Sides (Stickers) - Set 6553 - 2 Wedges 3 x 4 without Stud Notches
160	Sticker	7818stk01b	Sticker for Set 7818 - Later Version (191976)
418	Minifig, Shield	bb291	Minifig, Shield Round Flat
118	Brick, Decorated	3002oldpb01	Brick 2 x 3 with Maersk Line Star Pattern on Both Sides (Stickers) - Set 1650
19	Minifig, Weapon	95199	Minifig, Weapon Gun, Two Barrel Pistol
160	Sticker	7050stk01	Sticker for Set 7050 - (96456/4626003)
8	Brick, Round	95188	Brick, Round Corner 6 x 6 with Slope 33 Edge, Facet Cutout
147	Animal, Land	95204pb01	Clinger (Alien Invader)
534	Brick, Promotional	30144pb100	Brick 2 x 4 x 3 with Action-Tage im Legoland 30. April - 1. Mai 2011 Pattern
160	Sticker	4642stk01	Sticker for Set 4642 - (93846/4612740)
86	Animal, Accessory	90981	Spider Web, Hanging
147	Animal, Land	4493c01pb08	Horse with Harness Pattern
150	Minifig, Torso	973pb874	Torso PotC Vest Torn with Bare Chest and Dark Brown Belt Pattern
150	Minifig, Torso	973pb880	Torso PotC King George's Officer Uniform Pattern
3	Boat	92710	Boat Hull Unitary 28 x 8, Base
3	Boat	92711	Boat Hull Unitary 28 x 8, Top
3	Boat	92710c01	Boat Hull Unitary 28 x 8 Complete Assembly with Dark Bluish Gray Top
160	Sticker	4644stk01	Sticker for Set 4644 - (93672/4611920)
28	Plate, Round	bb517	Plate, Round 1 x 1 Stepped Side
161	Plastic	x66pb01	Plastic Triangle 6 x 12 Sail with Orange and Red Pattern
147	Animal, Land	4493c01pb09	Horse with Dark Bluish Gray Spots and Covered Eyes Pattern
147	Animal, Land	87621pb02	Pig With Black Spots Pattern
147	Animal, Land	bb518pb01	Chicken
39	Tile, Decorated	87079pb029L	Tile 2 x 4 with Lightning Bolt in Half Ellipse and '95' Pattern Model Left Side
39	Tile, Decorated	87079pb029R	Tile 2 x 4 with Lightning Bolt in Half Ellipse and '95' Pattern Model Right Side
77	Vehicle, Mudguard	93590	Vehicle, Mudguard 2 x 4 with Headlights and Curved Fenders
43	Wheel	93593	Wheel 11mm D. x 6mm with 8 Spokes
780	Vehicle, Mudguard, Decorated	93587pb01	Vehicle, Mudguard 3 x 4 x 1 2/3 Curved with Front with Headlights, Grille and 'Rust-eze' Pattern
578	Wedge, Decorated	93591pb01	Wedge 6 x 4 x 1 1/3 with 4 x 4 Base with Blue Eyes, Windows and '95' Pattern
484	Minifig, Legs Assembly	970c00pb111	Hips and Legs with Dark Brown Coat Tails, Blue Vest Tails and Red and White Sash Pattern
118	Brick, Decorated	3001pb81	Brick 2 x 4 with 'TOW MATER' on Sand Green Background Pattern
39	Tile, Decorated	2431pb159	Tile 1 x 4 with Black and Yellow Danger Stripes and Tow Rings Pattern
39	Tile, Decorated	2431pb160	Tile 1 x 4 with Teeth Pattern
579	Windscreen, Decorated	93598pb01	Windscreen 2 x 3 x 2 with 2 x 4 Base with Eyes on White Background Pattern 1
118	Brick, Decorated	crssprt02pb78	Brick 1 x 6 without Bottom Tubes with Cross Side Supports with Blue 'TAXI' and Dots Bold Pattern
534	Brick, Promotional	3001pb82	Brick 2 x 4 with LEGO World Pattern
777	Technic, Liftarm, Decorated	6629pb05	Technic, Liftarm 1 x 9 Bent (6 - 4) Thick with Yellow '5' on Dark Turquoise and Yellow Background Pattern (Sticker) - Set 8245
777	Technic, Liftarm, Decorated	6629pb06	Technic, Liftarm 1 x 9 Bent (6 - 4) Thick with Yellow Spring and Controls Pattern (Stickers) - Set 8245
777	Technic, Liftarm, Decorated	6629pb07	Technic, Liftarm 1 x 9 Bent (6 - 4) Thick with Yellow Spring and Arrows Pattern (Stickers) - Set 8245
738	Flag, Decorated	2335pb076	Flag 2 x 2 Square with White Skull inside Circle Pattern (Sticker) - Set 4195
132	Glass, Decorated	60603pb002	Glass for Window 1 x 4 x 3 - Opening with Black Bars and Flaming Skulls Pattern (Sticker) - Set 4195
132	Glass, Decorated	57895pb007	Glass for Window 1 x 4 x 6 with Black Bars and Flaming Skeletons Pattern (Sticker) - Set 4195
83	Hinge, Decorated	3937pb03	Hinge Brick 1 x 2 Base with Train Logo White Pattern (Sticker) - Set 4552
93	Aircraft	42600pb01	Aircraft Fuselage Angular Forward Section 6 x 10 x 5 (Cockpit) with Blue and Green Window Pattern on Both Sides (Stickers) - Set 4620
124	Train	6584apb04	Train Base 6 x 24 with 3 Round Holes Each End with Red and White Danger Stripes Pattern at Each End on Both Sides (Stickers) - Set 4552
93	Aircraft	42601pb01	Aircraft Fuselage Angular Aft Section 6 x 10 x 5 with Blue and Green Door Pattern on Both Sides (Stickers) - Set 4620
642	Door, Decorated	4181pb32	Door 1 x 4 x 5 Train Left with White Train Logo Pattern (Sticker) - Set 4552
118	Brick, Decorated	3008pb124	Brick 1 x 8 with Train Logo Red Pattern (Sticker) - Set 4552
535	Brick, Modified, Decorated	2462pb02	Brick, Modified Facet 3 x 3 with Octan Pattern (Sticker) - Set 4537
582	Sticker Over Assembly	BA30pb01	Stickered Assembly 12 x 1 x 3 with Maersk Logo and 'MAERSK' Pattern (Sticker) - Set 10219 - 3 Bricks 1 x 12
36	Technic	x209pb10	Technic Throwbot Visor with Gold Pattern (Sticker) - Set 8007
36	Technic	x209pb11	Technic Throwbot Visor with Silver Pattern (Sticker) - Set 8007
440	Duplo, Brick, Decorated	3011pb32	Duplo, Brick 2 x 4 with Number 1 and Black and White Checkered Pattern
19	Minifig, Weapon	94158a	Minifig, Weapon Knife with Flat Hilt End
19	Minifig, Weapon	94158b	Minifig, Weapon Bow with Arrow Small
19	Minifig, Weapon	94158c	Minifig, Weapon Sword, Small with Angular Hilt
18	Minifig, Utensil	94158d	Minifig, Utensil King's Staff with Spherical End
18	Minifig, Utensil	94158e	Minifig, Utensil King's Staff with Hook End (Moon Stick)
19	Minifig, Weapon	94158f	Minifig, Weapon Twin-Blade Axe
238	Minifig, Head	3626bpb575	Minifig, Head Dual Sided Bushy Dark Brown Beard and Eyebrows with Bared Teeth Smiling / Angry Pattern
485	Minifig, Torso Assembly	973pb892c01	Torso Dark Brown Apron with Silver Buckles Pattern / Light Bluish Gray Arms / Black Hands
484	Minifig, Legs Assembly	970c00pb112	Hips and Legs with Dark Brown Apron Pattern
569	Large Figure Part	54175pb01L	Large Figure Armor, Shoulder - Spiky (Knights Kingdom II / Exo-Force) with Silver '7705' Pattern Model Left Side (Sticker) - Set 7705
775	Slope, Curved, Decorated	30602pb51	Slope, Curved 2 x 2 Lip, No Studs with 'DANGER JET EXHAUST' and Exclamation Mark Pattern (Stickers) - Set 7705
484	Minifig, Legs Assembly	970c00pb114	Hips and Legs with Marine Growth Pattern
484	Minifig, Legs Assembly	970c00pb113	Hips and Legs with Tattered Dark Blue Coat Tails with Gold Trim Pattern
485	Minifig, Torso Assembly	973pb893c01	Torso PotC Bare Chest with Marine Growth Pattern / Sand Green Arms / Sand Green Hands
485	Minifig, Torso Assembly	973pb894c01	Torso PotC Officer's Coat with Gold Buttons and Brown Belt Pattern / Dark Blue Arms / Light Flesh Hands
238	Minifig, Head	3626bpb576	Minifig, Head Dual Sided PotC Norrington Ragged Brown Beard Smiling / Frowning Pattern
238	Minifig, Head	3626bpb577	Minifig, Head Alien with PotC Hadras Sunken Eyes, Teeth and Marine Growth Pattern
16	Minifig, Headgear	96223pb01	Minifig, Headgear Conch Shell with Marine Growth Pattern
578	Wedge, Decorated	41748pb45	Wedge 6 x 2 Left with 'EJECT' with Black Arrows and 'WARNING FLAMMABLE LIQUID' Pattern (Stickers) - Set 7705
578	Wedge, Decorated	41747pb45	Wedge 6 x 2 Right with 'EJECT' with Black Arrows and 'WARNING FLAMMABLE LIQUID' Pattern (Stickers) - Set 7705
150	Minifig, Torso	973pb894	Torso PotC Officer's Coat with Gold Buttons and Brown Belt Pattern
579	Windscreen, Decorated	64453pb02	Windscreen 1 x 6 x 3 with Train Map, Train Schedule with 'BERLIN 11:10' and Train Logo Pattern (Sticker) - Set 7938
461	Panel, Decorated	60581pb003	Panel 1 x 4 x 3 with Side Supports - Hollow Studs with Train Logo White Pattern (Sticker) - Set 7938
118	Brick, Decorated	3009pb150	Brick 1 x 6 with Train Logo Black Pattern on Left Side (Sticker) - Set 7938
150	Minifig, Torso	973pb893	Torso PotC Bare Chest with Marine Growth Pattern
534	Brick, Promotional	30144pb101	Brick 2 x 4 x 3 with Legoland Discovery Centre Easter 2011 Pattern
579	Windscreen, Decorated	46413pb05	Windscreen 8 x 4 x 2 Curved with Dual 2 Fingers and 'LEGO CITY' on Black Background Pattern (Sticker) - Set 7938
118	Brick, Decorated	3004pb101	Brick 1 x 2 with Train Logo Black Medium Pattern (Sticker) - Set 7938
118	Brick, Decorated	3010pb052L	Brick 1 x 4 with Black 'ELECTRICS' and 'WATER' Pattern (Sticker) - Set 7938
118	Brick, Decorated	3010pb052R	Brick 1 x 4 with Black 'PNEUMATICS' and 'OIL' Pattern (Sticker) - Set 7938
150	Minifig, Torso	973pb892	Torso Dark Brown Apron with Silver Buckles Pattern
738	Flag, Decorated	2525p01s	Flag 6 x 4 with Skull and Crossbones (Jolly Roger) Pattern on Both sides (Stickers)
738	Flag, Decorated	2525px2s	Flag 6 x 4 with Crossed Cannons over Blue and White Cross Pattern on Both sides (Stickers)
160	Sticker	7051stk01	Sticker for Set 7051 - (96171/4653111)
225	Riding Cycle	52035c01pb07	Motorcycle City, Complete Assembly with Black Chassis, LBG Wheels and Fairing with Red and Yellow Flames Pattern (Stickers) - Set 8896
160	Sticker	7052stk01	Sticker for Set 7052 - (96254/4624928)
115	Windscreen	95198	Windscreen 8 x 8 x 3 Dome with Dual 2 Fingers
115	Windscreen	87606	Windscreen 6 x 6 x 2 Canopy
578	Wedge, Decorated	41750pb11	Wedge 8 x 3 x 2 Open Left with 'Filler Cap and 'WARNING FLAMMABLE LIQUID' Pattern (Sticker) - Set 7706
578	Wedge, Decorated	41749pb11	Wedge 8 x 3 x 2 Open Right with Filler Cap and 'WARNING FLAMMABLE LIQUID' Pattern (Sticker) - Set 7706
160	Sticker	7067stk01	Sticker for Set 7067 - Sheet 1 (97943/4639576)
160	Sticker	7067stk02	Sticker for Set 7067 - Sheet 2 (96459/4626006)
160	Sticker	7065stk01	Sticker for Set 7065 - (96457/4626004)
86	Animal, Accessory	2490pb10	Horse Barding with Kingdoms Dragon Shield and Armor Pattern
418	Minifig, Shield	2586p4k	Minifig, Shield Ovoid with Dragon Dark Green on Light Yellow and Ochre Quarters Background Pattern
39	Tile, Decorated	3068bpb415	Tile 2 x 2 with Clipboard and Photos Pattern
485	Minifig, Torso Assembly	973pb895c01	Torso Suit Jacket, Two Buttons, Necklace, Press Pass Pattern / Red Arms / Yellow Hands
485	Minifig, Torso Assembly	973pb896c01	Torso Alien Conquest Alien Shoulder Strap Pattern / Black Arms / Lime Hands
438	Slope, Curved	93606	Slope, Curved 4 x 2 No Studs
123	Electric, Light & Sound	55206c05	Electric, Sound Brick 2 x 4 x 2 with Light Bluish Gray Top and Space Sound (Set 7065)
16	Minifig, Headgear	95200	Minifig, Headgear Brain, Alien
20	Minifig, Body Part	95201pb01	Face, Alien with Black Eyes Pattern (Alien Conquest Commander)
33	Slope, Decorated	4515pb38L	Slope 10 6 x 8 with Female Alien Nose Art Pattern Model Left Side (Sticker) - Set 7676
33	Slope, Decorated	4515pb38R	Slope 10 6 x 8 with Female Alien Nose Art Pattern Model Right Side (Sticker) - Set 7676
33	Slope, Decorated	4515pb39R	Slope 10 6 x 8 with Wampa Face Profile Pattern Model Right Side (Sticker) - Set 10195
33	Slope, Decorated	4515pb39L	Slope 10 6 x 8 with Wampa Face Profile Pattern Model Left Side (Sticker) - Set 10195
33	Slope, Decorated	4515pb40L	Slope 10 6 x 8 with Battle Droid Head Pattern Model Left Side (Sticker) - Set 10195
33	Slope, Decorated	4515pb40R	Slope 10 6 x 8 with Battle Droid Head Pattern Model Right Side (Sticker) - Set 10195
485	Minifig, Torso Assembly	973pb897c01	Torso Alien Conquest Alien Two Hoses Pattern / Magenta Arms / Lime Hands
484	Minifig, Legs Assembly	970c00pb115	Hips and Legs with Purple Leg Protection and Silver Machinery Pattern
485	Minifig, Torso Assembly	973pb898c01	Torso Alien Conquest Alien Three Lime Bars Pattern / Magenta Arms / Lime Hands
484	Minifig, Legs Assembly	970c00pb116	Hips and Legs with Purple Leg and Knee Protection Pattern
485	Minifig, Torso Assembly	973pb899c01	Torso Suit Pinstriped Jacket and Gold Tie Pattern / Dark Blue Arms / Yellow Hands
485	Minifig, Torso Assembly	973pb900c01	Torso Overalls Sand Blue with Wheat Spike in Pocket Pattern / White Arms / Yellow Hands
484	Minifig, Legs Assembly	970c00pb117	Hips and Legs with Wheat Spikes, Pockets and Patch Pattern
579	Windscreen, Decorated	x224pb17	Windscreen 8 x 6 x 2 Curved with Target Head-Up Display (HUD) Pattern #1 (Sticker) - Set 7477
579	Windscreen, Decorated	x224pb18	Windscreen 8 x 6 x 2 Curved with Target Head-Up Display (HUD) Pattern #2 (Sticker) - Set 7477
579	Windscreen, Decorated	x224pb19	Windscreen 8 x 6 x 2 Curved with Target Head-Up Display (HUD) Pattern #3 (Sticker) - Set 7477
579	Windscreen, Decorated	30251pb01	Windscreen 5 x 4 x 3 with Shield Pattern on Front and Classic Space Logo and Ant Pattern on Both Sides (Stickers) - Set 7648
461	Panel, Decorated	4215bpb48	Panel 1 x 4 x 3 with Lego Logo on Blue Background Pattern (Sticker) - Set 3579
461	Panel, Decorated	4215bpb49	Panel 1 x 4 x 3 with Dinosaur Computer Screen Pattern (Sticker) - Sets 7298/7477
461	Panel, Decorated	4215bpb50	Panel 1 x 4 x 3 with Yellow Lines Pattern (Sticker) - Set 7666
33	Slope, Decorated	3684pb009	Slope 75 2 x 2 x 3 with Red Arrows Pattern (Sticker) - Sets 7298/7477
775	Slope, Curved, Decorated	42022pb18R	Slope, Curved 6 x 1 with 'OPEN' and Arrows Pattern Right (Sticker) - Sets 7298/7477
775	Slope, Curved, Decorated	42022pb18L	Slope, Curved 6 x 1 with 'OPEN' and Arrows Pattern Left (Sticker) - Sets 7298/7477
640	Duplo, Aircraft	52914pb01	Duplo Airplane Large Cabin Roof 5 x 16 with Yellow 'CARGO' Pattern on Both Sides (Stickers) - Set 7843
640	Duplo, Aircraft	53491pb03	Duplo Airplane Large Tail 1 x 9 x 5 with Yellow 'CARGO' Pattern (Sticker) - Set 7843
640	Duplo, Aircraft	52920pb01	Duplo Airplane Large Wings 30 x 6 with Yellow Stripes on Front Edges, Red 'NO STEP' and 'JET FUEL ONLY' Pattern on Both Sides (Stickers) - Set 7843
167	Duplo	6429pb05	Duplo Container Water Container with 'JET FUEL CAUTION FLAMMABLE' and Warning Sign Pattern on Both Sides (Stickers) - Set 7843
640	Duplo, Aircraft	52919pb02	Duplo Airplane Large Cargo Door with Red 'CARGO' on White Background Pattern (Sticker) - Set 7843
640	Duplo, Aircraft	52918pb02	Duplo Airplane Large Cabin Door with Stairs with Tread Plates on Steps, 'EMERGENCY EXIT',  'OPEN' and Arrow Pattern (Stickers) - Set 7843
150	Minifig, Torso	973pb900	Torso Overalls Sand Blue with Wheat Spike in Pocket Pattern
150	Minifig, Torso	973pb895	Torso Suit Jacket, Two Buttons, Necklace, Press Pass Pattern
