Category ID	Category Name	Number	Name


160	Sticker	sticker	Sticker (Unsorted, Generic Entry)
85	Homemaker	1	Homemaker Bookcase 2 x 4 x 4
2	Baseplate	10	Baseplate 24 x 32
1	Antenna	104	Antenna 6H - no stud receptacle
1	Antenna	105	Antenna Whip with Flag
2	Baseplate	10p01	Baseplate 24 x 32 with Set 363/555 Dots Pattern
2	Baseplate	10p02	Baseplate 24 x 32 with Set 354/560 Dots Pattern
2	Baseplate	10p03	Baseplate 24 x 32 with Set 358 Dots Pattern
2	Baseplate	10p04	Baseplate 24 x 32 with Set 345 Dots Pattern
2	Baseplate	10p05	Baseplate 24 x 32 with Set 351/545 Dots Pattern
43	Wheel	122c01	Plate, Modified 2 x 2 with Wheels Red
43	Wheel	122c02	Plate, Modified 2 x 2 with Wheels White
111	Tire & Tread	132-old	Tire Smooth Old Style - Small
98	Road Sign	14	Road Sign Round
20	Minifig, Body Part	15	Legs Old
150	Minifig, Torso	17	Torso Old
18	Minifig, Utensil	194	Minifig, Utensil Hose Nozzle Simple
85	Homemaker	2	Homemaker Cupboard 4 x 4 x 4
36	Technic	200	Technic Rack Winder Axle
36	Technic	202	Technic Rack Winder
115	Windscreen	21	Windscreen 2 x 4 x 1 2/3
76	Flag	2335	Flag 2 x 2 Square
738	Flag, Decorated	2335p01	Flag 2 x 2 Square with Diver Blue Pattern on Both Sides
738	Flag, Decorated	2335p02	Flag 2 x 2 Square with Diver Stripe Pattern
738	Flag, Decorated	2335p03	Flag 2 x 2 Square with Checkered Pattern (Printed)
738	Flag, Decorated	2335p04	Flag 2 x 2 Square with Imperial Soldier Black Symbol over White Cross on Blue Background Pattern
738	Flag, Decorated	2335p43	Flag 2 x 2 Square with Black Falcon Original Pattern (rounder bottomed Shield)
738	Flag, Decorated	2335p44	Flag 2 x 2 Square with Wolfpack Pattern
479	Cockpit	2336	Cockpit Space Nose
479	Cockpit	2336p68	Cockpit Space Nose with MTron Logo Pattern
479	Cockpit	2336p90	Cockpit Space Nose with Classic Space Logo Pattern
115	Windscreen	2337	Windscreen 4 x 4 x 2 Canopy Extender
6	Brick, Arch	2339u	Brick, Arch 1 x 5 x 4 - Undetermined Bow, Undetermined Underside
106	Tail	2340	Tail 4 x 1 x 3
32	Slope, Inverted	2341	Slope, Inverted 45 3 x 1 Double
18	Minifig, Utensil	2342	Minifig, Utensil Control Panel
18	Minifig, Utensil	2343	Minifig, Utensil Goblet
91	Panel	2345	Panel 3 x 3 x 6 Corner Wall
461	Panel, Decorated	2345p01	Panel 3 x 3 x 6 Corner Wall with Black Lines Pattern
461	Panel, Decorated	2345p44	Panel 3 x 3 x 6 Corner Wall with Blacktron I Logo Pattern
111	Tire & Tread	2346	Tire 30 x 10.5 Offset Tread
81	Glass	2348a	Glass for Hinge Car Roof 4 x 4 Sunroof without Ridges
81	Glass	2348b	Glass for Hinge Car Roof 4 x 4 Sunroof with Ridges
22	Hinge	2349	Hinge Vehicle Roof 4 x 4 Sunroof
74	Crane	2350a	Crane Arm Outside, Old Narrow
74	Crane	2351	Crane Arm Center
115	Windscreen	2352	Windscreen 2 x 4 x 3 Frame
5	Brick	2356	Brick 4 x 6
5	Brick	2357	Brick 2 x 2 Corner
130	Baseplate, Road	2358p02	Baseplate, Road 32 x 32 7-Stud Straight with Runway Crosswalk Pattern
130	Baseplate, Road	2359p01	Baseplate, Road 32 x 32 7-Stud Curve with Road Pattern
130	Baseplate, Road	2360p01	Baseplate, Road 32 x 32 7-Stud T Intersection with Crosswalks
130	Baseplate, Road	2361p01	Baseplate, Road 32 x 32 7-Stud Crossroads with Road and Crosswalks Pattern
91	Panel	2362	Panel 1 x 2 x 3 - Undetermined Stud Type
22	Hinge	2375	Hinge Bar 12L with 3 Fingers and Open End Stud
117	Tile, Round	2376	Tile, Round 2 x 2 - Thin Lifting Ring
113	Window	2377	Window 1 x 2 x 2 Plane
86	Animal, Accessory	2397	Horse Hitching
42	Wedge	2399	Wedge 3 x 4 without Stud Notches
12	Door	2400	Door 1 x 5 x 10 Curved Top
27	Plate, Modified	2401	Plate, Modified 10 x 10 without Corner
91	Panel	2408	Panel 10 x 6 x 11
461	Panel, Decorated	2408p01	Panel 10 x 6 x 11 with Blacktron II Logo Pattern
91	Panel	2409	Panel 10 x 10 x 12 Quarter Dome
38	Tile, Modified	2412	Tile, Modified 1 x 2 Grille (undetermined type)
583	Wedge, Plate	2413	Wedge, Plate 4 x 9
93	Aircraft	2415	Plate, Modified 2 x 2 Thin with Plane Single Wheel Holder
25	Plant	2417	Plant Leaves 6 x 5
115	Windscreen	2418a	Windscreen 6 x 6 Octagonal Canopy without Axle Hole
115	Windscreen	2418b	Windscreen 6 x 6 Octagonal Canopy with Axle Hole
583	Wedge, Plate	2419	Wedge, Plate 3 x 6 Cut Corners
26	Plate	2420	Plate 2 x 2 Corner
30	Propeller	2421	Propeller 3 Blade Small
4	Bracket	2422	Bracket 2 x 2 - 1 x 4
25	Plant	2423	Plant Leaves 4 x 3
36	Technic	2428	Technic Rack 1 x 20 x 2/3
22	Hinge	2429	Hinge Plate 1 x 4 Swivel Base
22	Hinge	2430	Hinge Plate 1 x 4 Swivel Top
37	Tile	2431	Tile 1 x 4
39	Tile, Decorated	2431p02	Tile 1 x 4 with Red and White Danger Stripes Red Pattern
39	Tile, Decorated	2431p12	Tile 1 x 4 with Radar Pattern
39	Tile, Decorated	2431p51	Tile 1 x 4 with White Horizontal Stripes Pattern
39	Tile, Decorated	2431p79	Tile 1 x 4 with 5 Red Stripes Pattern
38	Tile, Modified	2432	Tile, Modified 1 x 2 with Handle
22	Hinge	2433	Hinge Bar with 3 Fingers and End Stud (Control Lever)
7	Brick, Modified	2434	Brick, Modified 2 x 4 x 2 with Studs on Sides
4	Bracket	2436	Bracket 1 x 2 - 1 x 4
115	Windscreen	2437	Windscreen 3 x 4 x 1 1/3 with 2 Studs on Top
22	Hinge	2440	Hinge Panel 6 x 3
83	Hinge, Decorated	2440p69	Hinge Panel 6 x 3 with Yellow Radar Pattern
131	Vehicle, Base	2441	Vehicle, Base 4 x 7 x 2/3
22	Hinge	2443	Hinge Window Frame 1 x 4 x 3 with Octagonal Panel
27	Plate, Modified	2444	Plate, Modified 2 x 2 with Pin Hole
26	Plate	2445	Plate 2 x 12
16	Minifig, Headgear	2446	Minifig, Headgear Helmet Standard
636	Minifig, Headgear Accessory	2447	Minifig, Visor Standard
91	Panel	2448	Panel 3 x 2 x 5 2/3
32	Slope, Inverted	2449	Slope, Inverted 75 2 x 1 x 3
583	Wedge, Plate	2450	Wedge, Plate 3 x 3 Cut Corner
22	Hinge	2452	Hinge Plate 1 x 2 with 3 Fingers On Side
5	Brick	2453	Brick 1 x 1 x 5
5	Brick	2454	Brick 1 x 2 x 5
5	Brick	2456	Brick 2 x 6
7	Brick, Modified	2458	Brick, Modified 1 x 2 with Pin
38	Tile, Modified	2460	Tile, Modified 2 x 2 with Pin
7	Brick, Modified	2462	Brick, Modified Facet 3 x 3
7	Brick, Modified	2463	Brick, Modified Facet 3 x 3 x 2 Top
7	Brick, Modified	2464	Brick, Modified Facet 3 x 3 x 2 Bottom
5	Brick	2465	Brick 1 x 16
91	Panel	2466	Panel 3 x 2 x 6
461	Panel, Decorated	2466p07	Panel 3 x 2 x 6 with Black Grille Pattern
461	Panel, Decorated	2466p68	Panel 3 x 2 x 6 with MTron Logo Pattern
91	Panel	2467	Panel 4 x 4 x 6 Corner Concave
91	Panel	2468	Panel 3 x 3 x 6 Corner Convex
43	Wheel	2470	Wheel Wagon Small (27mm D.)
72	Vehicle	2473	Vehicle, Brush
27	Plate, Modified	2476	Plate, Modified 2 x 2 with Pin Bottom
30	Propeller	2479	Propeller 4 Blade 5 Diameter with Rounded Ends
115	Windscreen	2483	Windscreen 4 x 4 x 4 1/3 Helicopter
46	Bar	2486	Bar 1 x 8 x 2
10	Container	2489	Container, Barrel 2 x 2 x 2
113	Window	2493	Window 1 x 4 x 5
81	Glass	2494	Glass for Window 1 x 4 x 5
132	Glass, Decorated	2494p01	Glass for Window 1 x 4 x 5 with 5 White Stripes Pattern (Sticker)
43	Wheel	2496	Wheel Skateboard / Trolley
123	Electric, Light & Sound	2500c01	Electric, Light Brick 1 x 8 with 3 Front Light Prisms
115	Windscreen	2507	Windscreen 10 x 4 x 2 1/3 Canopy
27	Plate, Modified	2508	Plate, Modified 1 x 2 with Long Towball
40	Turntable	251	Turntable 2 x 2 Plate with Hinge, Base
72	Vehicle	2512	Vehicle, Tipper Bed Small
77	Vehicle, Mudguard	2513	Vehicle, Mudguard 3 x 4 Slope
18	Minifig, Utensil	2516	Minifig, Utensil Chainsaw Body
95	Plant, Tree	2518	Plant, Tree Palm Leaf Large 10 x 5
142	Minifig, Body Wear	2524	Minifig, Backpack Non-Opening
113	Window	2529	Window 1 x 2 x 3 Pane Latticed
95	Plant, Tree	2536	Plant, Tree Palm Trunk
3	Boat	2539	Boat Mast Platform
27	Plate, Modified	2540	Plate, Modified 1 x 2 with Handle on Side - Free Ends
143	(Other)	2549	Rope Bridge
12	Door	2554	Door 1 x 3 x 6 Curved Top
38	Tile, Modified	2555	Tile, Modified 1 x 1 with Clip
3	Boat	2560	Boat Hull Large Middle 8 x 16 x 2 1/3 with 9 Holes
95	Plant, Tree	2563	Plant, Tree Palm Base
95	Plant, Tree	2566	Plant, Tree Palm Top
1	Antenna	2569	Antenna Whip 8H
19	Minifig, Weapon	2570	Minifig, Weapon Crossbow
91	Panel	2571	Panel 3 x 4 x 6 Curved Top
91	Panel	2572	Panel 6 x 6 x 9 Curved Top
43	Wheel	2573	Wheel Hard Plastic Giant (71mm D. x 47mm)
504	Motor, Non-Electric	2574	Pullback Motor Old
8	Brick, Round	2577	Brick, Round Corner 4 x 4 Full Brick
72	Vehicle	2578	Vehicle, Brush Holder for Street Sweeper (Undetermined Fitting)
22	Hinge	2582	Hinge Panel 2 x 4 x 3 1/3
83	Hinge, Decorated	2582p68	Hinge Panel 2 x 4 x 3 1/3 with MTron Pattern
46	Bar	2583	Bar 1 x 8 x 3
88	String Reel / Winch	2584	String Reel 2 x 2 Holder
88	String Reel / Winch	2585	String Reel 2 x 2 Drum
43	Wheel	2593	Wheel Hard Plastic Medium (35mm D. x 31mm)
115	Windscreen	2598	Windscreen 10 x 10 x 4 Octagonal Canopy
142	Minifig, Body Wear	2599	Minifig, Footgear Flipper
14	Magnet	2607	Magnet Holder 2 x 3
14	Magnet	2609	Magnet Holder Tile 2 x 2 (Undetermined Type)
18	Minifig, Utensil	2614	Minifig, Utensil Fishing Rod 12L
243	Baseplate, Raised	2617	Baseplate, Raised Platform 16 x 16 x 2 1/3
115	Windscreen	2620	Windscreen 4 x 4 x 3 Canopy
3	Boat	2621	Boat Bow Plate 9 x 10
3	Boat	2625	Boat Bow Plate 7 x 6 without Stud Notches
3	Boat	2626	Boat Bow Brick 6 x 6 x 1
3	Boat	2627	Boat Bow Top 6 x 6 x 1
113	Window	2634c02	Window 2 x 8 x 2 Boat with Trans-Light Blue Glass
105	Support	2635	Support Crane Stand Double
74	Crane	2636	Crane Harbor Derrick 16
138	Technic, Link	2637	Technic, Link 1 x 16
74	Crane	2638	Crane Harbor Derrick 10 (Top Part)
26	Plate	2639	Plate 4 x 4 Corner
105	Support	2641	Support Crane Stand Single
243	Baseplate, Raised	2642	Baseplate, Raised Platform 16 x 16 x 2 1/3 Ramp
7	Brick, Modified	2653	Brick, Modified 1 x 4 with Groove
28	Plate, Round	2654	Plate, Round 2 x 2 with Rounded Bottom (Boat Stud)
28	Plate, Round	2655	Plate, Round 2 x 2 Thin with Wheel Holder
105	Support	2680	Support 4 x 4 x 5 Stanchion
105	Support	2681	Support 6 x 6 x 10 Stanchion
115	Windscreen	2694	Windscreen 3 x 10 x 3
43	Wheel	2695	Wheel 30mm D. x 13mm (13 x 24 Model Team)
111	Tire & Tread	2696	Tire 13 x 24 Model Team
113	Window	27	Window 1 x 2 x 1
140	Technic, Plate	2711	Technic, Plate 1 x 5 with Toothed Ends, 2 Studs and Center Axle Hole
242	Technic, Figure Accessory	2713	Technic, Figure Accessory Ski
46	Bar	2714	Bar 8L with Stop Rings and Pin (Technic, Figure Accessory Ski Pole)
36	Technic	2717	Technic Seat 3 x 2 Base
140	Technic, Plate	2719	Technic, Plate 1 x 10 with Toothed Ends
135	Technic, Brick	2730	Technic, Brick 1 x 10 with Holes
134	Technic, Axle	2736	Technic, Axle Towball
141	Technic, Steering	2738	Technic, Steering Arm 6.5 x 2 with Towball Socket Squared, Un-Chamfered
138	Technic, Link	2739	Technic, Link 1 x 6
36	Technic	2743	Technic Slope Short (Wing Front)
36	Technic	2744	Technic Slope Long (Wing Back)
735	Electric, Wire & Connector	2775	Electric, Connector, 2 Way male Squared Wide Short - Root (4.5V)
141	Technic, Steering	2790	Technic, Steering Gear Holder
141	Technic, Steering	2791	Technic, Steering Rack
141	Technic, Steering	2792	Technic, Steering Rack Top
27	Plate, Modified	2817	Plate, Modified 2 x 2 with Pin Holes
141	Technic, Steering	2819	Technic, Steering Wheel Small, 3 Studs Diameter
36	Technic	2823	Technic Forklift Fork
137	Technic, Liftarm	2825	Technic, Liftarm 1 x 4 Thin with Stud Connector
115	Windscreen	2826	Windscreen 5 x 8 x 3
121	Electric, Motor	2838c01	Electric, Motor 9V 5 x 4 x 2 1/3
36	Technic	2850	Technic Engine Cylinder
36	Technic	2851	Technic Engine Piston Round
36	Technic	2852	Technic Engine Connecting Rod
36	Technic	2853	Technic Engine Crankshaft
36	Technic	2854	Technic Engine Crankshaft Center
36	Technic	2855	Technic Turntable Large Type 1 Top
36	Technic	2856	Technic Turntable Large Type 1 Base
128	Train, Track	2865	Train, Track 9V Straight
124	Train	2871	Train Motor 9V Decorative Side
22	Hinge	2873	Hinge Train Gate 2 x 4
12	Door	2874	Door Sliding - Type 2
31	Slope	2875	Slope 45 2 x 6 x 2/3
31	Slope	2876	Slope 45 6 x 6 Double / 33 (Train Roof)
7	Brick, Modified	2877	Brick, Modified 1 x 2 with Grille (Grill)
43	Wheel	2878c01	Train Wheel Pair, Complete Assembly
43	Wheel	2879	Train Wheel
22	Hinge	2880	Hinge Bar 2.5L with 2 and 3 Fingers on Ends (Pantograph Shoe Holder)
22	Hinge	2881	Hinge Train Pantograph Shoe
113	Window	29	Window 1 x 1 x 2
36	Technic	2904	Technic Motorcycle Pivot
137	Technic, Liftarm	2905	Technic, Liftarm Triangle Thin
36	Technic	2907	Technic Ball with Grooves
36	Technic	2908	Technic Helicopter Rotor Holder
124	Train	2917	Train Front Sloping Top
81	Glass	2918	Glass for Train Front Sloping Top
122	Electric, Train	2919	Electric, Train Light Prism 1 x 4
124	Train	2920	Train Coupling New
7	Brick, Modified	2921	Brick, Modified 1 x 1 with Handle
27	Plate, Modified	2926	Plate, Modified 1 x 4 with Wheels Holder
43	Wheel	2927	Train Wheel Small
122	Electric, Train	2928	Electric, Train Light Prism 1 x 4 Holder
36	Technic	2951	Technic Digger Bucket  8 x 10
124	Train	2972	Train Base 6 x 34 Split-Level with Bottom Tubes
24	Lever	4592	Lever Small Base
119	Electric	2982c01	Electric, Sensor, Light with Non-Removable Lead
121	Electric, Motor	2983	Electric, Motor 9V Micromotor Pulley
121	Electric, Motor	2984	Electric, Motor 9V Micromotor 2 x 2 Cover
121	Electric, Motor	2985	Electric, Motor 9V Micromotor 2 x 2 Base
121	Electric, Motor	2986	Electric, Motor 9V Micromotor 2 x 2
141	Technic, Steering	2999	Technic, Steering Wheel Hub Large
85	Homemaker	3	Homemaker Drawer 4 x 4 x 2
36	Technic	70496	Technic Hook Large Metal
7	Brick, Modified	30000	Brick, Modified 2 x 2 with Pins and Axle Hole
5	Brick	3001	Brick 2 x 4
118	Brick, Decorated	3001oldpb01	Brick 2 x 4 with Plane Windows 4 in Thin Red Stripe Pattern
5	Brick	3002	Brick 2 x 3
72	Vehicle	30022	Vehicle, Tipper End Flat without Pins
43	Wheel	30027u	Wheel 8mm D. x 9mm (for Slicks), Undetermined Hole Type
111	Tire & Tread	30028	Tire 14mm D. x 9mm Smooth Small Wide Slick
131	Vehicle, Base	30029	Vehicle, Base 4 x 10 x 2/3 with 4 x 2 Recessed Center with Smooth Underside
5	Brick	3003	Brick 2 x 2
18	Minifig, Utensil	30031	Minifig, Utensil Handlebars
27	Plate, Modified	30033	Plate, Modified 2 x 2 with Bar Frame Octagonal
91	Panel	30034	Panel 3 x 5 Solar/Clip-On/Deltoid
18	Minifig, Utensil	30035	Minifig, Utensil Space Scanner Tool
583	Wedge, Plate	30036	Wedge, Plate 8 x 6 x 2/3 with Grille
114	Wing	30037	Wing Plate Bi-level 12 x 9 x 2 1/3
5	Brick	3004	Brick 1 x 2
27	Plate, Modified	30041	Plate, Modified 6 x 8 Trap Door Frame Horizontal
27	Plate, Modified	30042	Plate, Modified 4 x 5 with Trap Door Hinge
27	Plate, Modified	30043	Plate, Modified 1 x 4 with Arm Down
113	Window	30044	Window 1 x 2 x 2 2/3 with Rounded Top
113	Window	30046	Window 1 x 2 x 2 2/3 Pane Lattice Diamond with Rounded Top
118	Brick, Decorated	3004p01	Brick 1 x 2 with Yellow Left Arrow and Black Border Pattern
118	Brick, Decorated	3004p03	Brick 1 x 2 with Yellow Down Arrow and Black Border Pattern
118	Brick, Decorated	3004p05	Brick 1 x 2 with Yellow Grille Pattern
118	Brick, Decorated	3004p06	Brick 1 x 2 with Black Grille Pattern
118	Brick, Decorated	3004p12	Brick 1 x 2 with White Grille Pattern
118	Brick, Decorated	3004p20	Brick 1 x 2 with White Down Arrow Pattern
118	Brick, Decorated	3004p50	Brick 1 x 2 with Lego Logo Old Style White with Black Outline Pattern
118	Brick, Decorated	3004p51	Brick 1 x 2 with Three-Dot Face Pattern (Red Larger Than Blacks)
118	Brick, Decorated	3004p60	Brick 1 x 2 with Shell Logo I Pattern
118	Brick, Decorated	3004p90	Brick 1 x 2 with Classic Space Logo Pattern
118	Brick, Decorated	3004prc	Brick 1 x 2 with Red Cross Pattern
5	Brick	3005	Brick 1 x 1
118	Brick, Decorated	3005pt1b	Brick 1 x 1 with Blue '1' Pattern (Bold Font)
13	Fence	30055	Fence Spindled 1 x 4 x 2
13	Fence	30056	Fence Spindled 4 x 4 x 2 Quarter Round
118	Brick, Decorated	3005pt6b	Brick 1 x 1 with Blue '6' Pattern (Bold Font)
5	Brick	3006	Brick 2 x 10
27	Plate, Modified	30062	Plate, Modified 6 x 6 Octagonal with Open Center
5	Brick	3007	Brick 2 x 8
7	Brick, Modified	30076	Brick, Modified 4 x 10 with 4 Pins
13	Fence	30077	Fence 1 x 6 x 2
91	Panel	30079	Panel 3 x 3 x 3 Corner Convex (Divers)
5	Brick	3008	Brick 1 x 8
91	Panel	30080	Panel 4 x 3 x 3 with Porthole
45	Arm	30082	Arm Piece with Towball and Clip
118	Brick, Decorated	3008p03	Brick 1 x 8 with Black 'GARAGE' Sans-Serif Thick Pattern, Plain 'G'
118	Brick, Decorated	3008p21	Brick 1 x 8 with Ferry Squares Light Blue 32 in 2 Lines Pattern
118	Brick, Decorated	3008p22	Brick 1 x 8 with Ferry Squares Black 16 in 1 Line Pattern
5	Brick	3009	Brick 1 x 6
18	Minifig, Utensil	30092	Minifig, Utensil Underwater Scooter
25	Plant	30093	Plant Sea Grass
46	Bar	30095	Bar 7 x 3 with Quadruple Clips (ladder)
6	Brick, Arch	30099	Brick, Arch 1 x 5 x 4 Inverted
118	Brick, Decorated	3009p01	Brick 1 x 6 with Black Car Grille Pattern
118	Brick, Decorated	3009p02	Brick 1 x 6 with White 'TRANSPORT' Solid Pattern
118	Brick, Decorated	3009p03	Brick 1 x 6 with White 'LEGO' Text Pattern
118	Brick, Decorated	3009p21	Brick 1 x 6 with Ferry Squares Light Blue in 2 Lines Pattern
5	Brick	3010	Brick 1 x 4
118	Brick, Decorated	3010p03	Brick 1 x 4 with Garage Tools Pattern
118	Brick, Decorated	3010p04	Brick 1 x 4 with Black Grille Pattern - 15 Bars
118	Brick, Decorated	3010p05	Brick 1 x 4 with White Grille Pattern
118	Brick, Decorated	3010p06	Brick 1 x 4 with Red Danger Stripes on Un-Printed Background Pattern
118	Brick, Decorated	3010p08	Brick 1 x 4 with Car Headlights Pattern (Basic)
118	Brick, Decorated	3010p09	Brick 1 x 4 with Car Taillights Pattern (Basic)
118	Brick, Decorated	3010p15	Brick 1 x 4 with Red Danger Stripes on Printed White Background Pattern
118	Brick, Decorated	3010pb036u	Brick 1 x 4 with Car Grille Black Pattern (Undetermined Type)
118	Brick, Decorated	3010pb035u	Brick 1 x 4 with Car Grille Chrome Pattern (Undetermined Type)
118	Brick, Decorated	3010p20w	Brick 1 x 4 with Car Grille White Pattern
118	Brick, Decorated	3010p21	Brick 1 x 4 with Ferry Squares Light Blue in 2 Lines Pattern
118	Brick, Decorated	3010p30	Brick 1 x 4 with Black Legoland Logo Pattern
118	Brick, Decorated	3010p31	Brick 1 x 4 with White Legoland Logo Pattern
118	Brick, Decorated	3010p40	Brick 1 x 4 with Black Grille Pattern - 20 Bars (Homemaker)
118	Brick, Decorated	3010p41	Brick 1 x 4 with Homemaker Stove Switch Pattern
118	Brick, Decorated	3010p918	Brick 1 x 4 with White 'LL918' Pattern
118	Brick, Decorated	3010p924	Brick 1 x 4 with White 'LL924' Pattern
118	Brick, Decorated	3010p928	Brick 1 x 4 with White 'LL928' Pattern
114	Wing	30118	Wing Plate Bi-level 8 x 4 and 2 x 3 1/3 Up
114	Wing	30119	Wing Plate Bi-level 8 x 4 and 2 x 3 1/3 Down
103	Stairs	30134	Stairs 7 x 4 x 6 Straight Open
7	Brick, Modified	30136	Brick, Modified 1 x 2 Log
7	Brick, Modified	30137	Brick, Modified 1 x 4 Log
10	Container	30139	Container, Barrel 4 x 4 x 3.5
91	Panel	30140	Panel 2 x 6 x 6 Log Wall (Palisade)
5	Brick	30144	Brick 2 x 4 x 3
5	Brick	30145	Brick 2 x 2 x 3
118	Brick, Decorated	30145p01	Brick 2 x 2 x 3 with White Stripes Black Outlined Pattern
72	Vehicle	30147	Vehicle, Grille 1 x 2 x 2 Round Top with Lights
10	Container	30150	Container, Crate with Handholds
8	Brick, Round	30151	Brick, Round 2 x 2 x 1 2/3 Dome Top
18	Minifig, Utensil	30152c01	Minifig, Utensil Magnifying Glass with Trans-Clear Lens
91	Panel	30156	Panel 4 x 6 x 6 Sloped
27	Plate, Modified	30157	Plate, Modified 2 x 4 with Pins
14	Magnet	30159	Magnet Holder Plate 2 x 2 Bottom
115	Windscreen	30161	Windscreen 1 x 4 x 1 1/3 with Bottom Hinge
31	Slope	30180	Slope 45 10 x 2 x 2 Double
31	Slope	30182	Slope 45 4 x 4
32	Slope, Inverted	30183	Slope, Inverted 45 6 x 4 Double with Recessed Center
113	Window	30185	Window Bay 3 x 8 x 6
27	Plate, Modified	30195	Plate, Modified 2 x 6 with 4 x 8 Half Saucer
18	Minifig, Utensil	30198	Minifig, Utensil Grab Jaw Holder
26	Plate	3020	Plate 2 x 4
91	Panel	30201	Panel 10 x 10 x 2 1/3 Quarter Saucer Base
11	Cylinder	30208	Cylinder Hemisphere 4 x 4 Multifaceted
27	Plate, Modified	30209	Plate, Modified 1 x 2 with 4 x 4 disk at 90 degrees
26	Plate	3021	Plate 2 x 3
105	Support	30211	Support Leg Small (Insectoids)
99	Rock	30213	Rock 2 x 2 Crystal 3 Point
26	Plate	3022	Plate 2 x 2
12	Door	30223	Door 1 x 5 x 7 1/2 Stockade
26	Plate	3023	Plate 1 x 2
131	Vehicle, Base	30235	Vehicle, Base 4 x 10 x 1 2/3
7	Brick, Modified	30236	Brick, Modified 1 x 2 with Handle
26	Plate	3024	Plate 1 x 1
91	Panel	30246	Panel 3 x 4 x 6 with Window
479	Cockpit	30250	Cockpit 7 x 4 x 3
38	Tile, Modified	30256	Tile, Modified 2 x 2 with Bar and Stud
26	Plate	3026	Plate 6 x 24
26	Plate	3027	Plate 6 x 16
131	Vehicle, Base	30277	Vehicle, Base 2 x 8 x 1 1/3
26	Plate	3028	Plate 6 x 12
26	Plate	3029	Plate 4 x 12
479	Cockpit	30299	Cockpit 14 x 10 x 2 2/3
26	Plate	3030	Plate 4 x 10
27	Plate, Modified	30303	Plate, Modified 6 x 6 x 2/3 Cross with Dome
26	Plate	3031	Plate 4 x 4
26	Plate	3032	Plate 4 x 6
26	Plate	3033	Plate 6 x 10
26	Plate	3034	Plate 2 x 8
26	Plate	3035	Plate 4 x 8
38	Tile, Modified	30350	Tile, Modified 2 x 3 with 2 Clips
583	Wedge, Plate	30355	Wedge, Plate 6 x 12 Left
583	Wedge, Plate	30356	Wedge, Plate 6 x 12 Right
28	Plate, Round	30357	Plate, Round Corner 3 x 3
46	Bar	30359	Bar 1 x 8 with Brick 1 x 2 Curved Top End (Undetermined Type)
26	Plate	3036	Plate 6 x 8
11	Cylinder	30360	Cylinder 3 x 6 x 2 2/3 Horizontal
8	Brick, Round	30361	Brick, Round 2 x 2 x 2 Robot Body - Undetermined Bottom Type
31	Slope	30363	Slope 18 4 x 2
22	Hinge	30364	Hinge Brick 1 x 2 Locking with 1 Finger Vertical End
22	Hinge	30365	Hinge Brick 1 x 2 Locking with 2 Fingers Vertical End
31	Slope	3037	Slope 45 2 x 4
115	Windscreen	30372	Windscreen 7 x 4 x 1 2/3
579	Windscreen, Decorated	30372p79	Windscreen 7 x 4 x 1 2/3 with SW Pattern
32	Slope, Inverted	30373	Slope, Inverted 65 6 x 6 x 2 Quad with Cutouts
31	Slope	3038	Slope 45 2 x 3
42	Wedge	30382	Wedge 2 x 16 Triple
22	Hinge	30383	Hinge Plate 1 x 2 Locking with 1 Finger On Top
115	Windscreen	30384	Windscreen 7 x 4 x 2 Round
31	Slope	3039	Slope 45 2 x 2
33	Slope, Decorated	3039p05	Slope 45 2 x 2 with Black Grille Pattern
33	Slope, Decorated	3039p10	Slope 45 2 x 2 with Yellow Grille Pattern
33	Slope, Decorated	3039ps1	Slope 45 2 x 2 with SW Trench Computer Pattern
33	Slope, Decorated	3039p15	Slope 45 2 x 2 with Space Display Pattern
33	Slope, Decorated	3039p23	Slope 45 2 x 2 with Computer Screen Pattern
33	Slope, Decorated	3039p32	Slope 45 2 x 2 with 12 Buttons, 3 Red Lamps, Black Panel Pattern
33	Slope, Decorated	3039p33	Slope 45 2 x 2 with 12 Buttons, 3 Red Lamps, Yellow Panel Pattern
33	Slope, Decorated	3039p34	Slope 45 2 x 2 with Computer Panel Pattern
33	Slope, Decorated	3039p58	Slope 45 2 x 2 with Divers Computer Pattern
33	Slope, Decorated	3039p68	Slope 45 2 x 2 with MTron Logo Pattern
31	Slope	3040	Slope 45 2 x 1
22	Hinge	30407	Hinge Plate 1 x 8 with Angled Side Extensions
33	Slope, Decorated	3040p01	Slope 45 2 x 1 with 3 Red Lamps, 3 Yellow Buttons, Yellow Border Pattern
33	Slope, Decorated	3040p32	Slope 45 2 x 1 with 9 Large + 3 Small Black Buttons Pattern
33	Slope, Decorated	3040p33	Slope 45 2 x 1 with 9 Large + 3 Small White Buttons Pattern
31	Slope	3041	Slope 45 2 x 4 Double
31	Slope	3042	Slope 45 2 x 3 Double
31	Slope	3043	Slope 45 2 x 2 Double
31	Slope	3044	Slope 45 2 x 1 Double
33	Slope, Decorated	3044p37	Slope 45 2 x 1 Double with Double 3 Button Black Pattern 
31	Slope	3045	Slope 45 2 x 2 Double Convex
31	Slope	3046a	Slope 45 2 x 2 Double Concave
31	Slope	3048	Slope 45 2 x 1 Triple
31	Slope	3049	Slope 45 2 x 1 Double / Inverted
27	Plate, Modified	3058	Plate, Modified 6 x 16 with Motor Cutout (Undetermined Cutout Size)
8	Brick, Round	3062a	Brick, Round 1 x 1 Solid Stud
